index,id,terrestrial_date,sol,ls,season,min_temp,max_temp,pressure,wind_speed,atmo_opacity
2216,1261,07-05-2016,1334,148,Month 5,-77,-12,732,,Sunny
2217,1263,06-05-2016,1333,148,Month 5,-76,-18,733,,Sunny
2218,1262,05-05-2016,1332,147,Month 5,-78,-11,734,,Sunny
2219,1260,04-05-2016,1331,147,Month 5,-76,-19,734,,Sunny
2220,1259,03-05-2016,1330,146,Month 5,-78,-14,734,,Sunny
2221,1258,02-05-2016,1329,146,Month 5,-74,-15,735,,Sunny
2222,1257,01-05-2016,1328,145,Month 5,-77,-12,735,,Sunny
2223,1255,30-04-2016,1327,145,Month 5,-76,-11,736,,Sunny
2224,1254,29-04-2016,1326,144,Month 5,-77,-15,738,,Sunny
2225,1256,28-04-2016,1325,144,Month 5,-78,-14,738,,Sunny
2226,1253,27-04-2016,1324,143,Month 5,-78,-9,738,,Sunny
2227,1252,26-04-2016,1323,142,Month 5,-77,-11,738,,Sunny
2228,1251,25-04-2016,1322,142,Month 5,-78,-10,740,,Sunny
2229,1249,24-04-2016,1321,141,Month 5,-77,-15,740,,Sunny
2230,1250,23-04-2016,1320,141,Month 5,-77,-11,741,,Sunny
2231,1248,22-04-2016,1319,140,Month 5,-78,-8,742,,Sunny
2232,1247,21-04-2016,1318,140,Month 5,-80,-15,743,,Sunny
2233,1246,20-04-2016,1317,139,Month 5,-80,-15,743,,Sunny
2234,1245,19-04-2016,1316,139,Month 5,-80,-20,744,,Sunny
2235,1244,18-04-2016,1315,138,Month 5,-77,-14,744,,Sunny
2236,1242,17-04-2016,1314,138,Month 5,-78,-14,744,,Sunny
2237,1241,16-04-2016,1313,137,Month 5,-77,-14,745,,Sunny
2238,1243,15-04-2016,1312,137,Month 5,-77,-12,745,,Sunny
2239,1240,14-04-2016,1311,136,Month 5,-78,-11,745,,Sunny
2240,1239,13-04-2016,1310,136,Month 5,-76,-15,745,,Sunny
2241,1238,12-04-2016,1309,135,Month 5,-81,-19,747,,Sunny
2242,1237,11-04-2016,1308,135,Month 5,-81,-23,748,,Sunny
2243,1236,10-04-2016,1307,134,Month 5,-80,-27,748,,Sunny
2244,1234,08-04-2016,1306,134,Month 5,-79,-23,748,,Sunny
2245,1235,07-04-2016,1305,133,Month 5,-80,-21,749,,Sunny
2246,1233,06-04-2016,1304,133,Month 5,-80,-22,750,,Sunny
2247,1232,05-04-2016,1303,132,Month 5,-78,-26,751,,Sunny
2248,1231,04-04-2016,1302,132,Month 5,-80,-24,751,,Sunny
2249,1230,03-04-2016,1301,131,Month 5,-78,-20,752,,Sunny
2250,1227,02-04-2016,1300,131,Month 5,-79,-16,752,,Sunny
2251,1228,01-04-2016,1299,130,Month 5,-80,-19,753,,Sunny
2252,1229,31-03-2016,1298,130,Month 5,-79,-17,755,,Sunny
2253,1225,30-03-2016,1297,129,Month 5,-80,-24,755,,Sunny
2254,1226,29-03-2016,1296,129,Month 5,-79,-25,756,,Sunny
2255,1224,28-03-2016,1295,128,Month 5,-79,-20,757,,Sunny
2256,1223,27-03-2016,1294,128,Month 5,-79,-16,758,,Sunny
2257,1221,26-03-2016,1293,127,Month 5,-81,-21,758,,Sunny
2258,1222,25-03-2016,1292,127,Month 5,-81,-22,760,,Sunny
2259,1220,24-03-2016,1291,126,Month 5,-80,-21,760,,Sunny
2260,1219,21-03-2016,1288,125,Month 5,-80,-16,763,,Sunny
2261,1218,20-03-2016,1287,124,Month 5,-80,-18,764,,Sunny
2262,1215,19-03-2016,1286,124,Month 5,-80,-19,765,,Sunny
2263,1217,18-03-2016,1285,123,Month 5,-80,-13,766,,Sunny
2264,1216,17-03-2016,1284,123,Month 5,-80,-21,767,,Sunny
2265,1214,16-03-2016,1283,123,Month 5,-82,-20,767,,Sunny
2266,1213,15-03-2016,1282,122,Month 5,-81,-16,768,,Sunny
2267,1212,14-03-2016,1281,122,Month 5,-83,-22,769,,Sunny
2268,1211,13-03-2016,1280,121,Month 5,-84,-23,771,,Sunny
2269,1209,12-03-2016,1279,121,Month 5,-83,-29,772,,Sunny
2270,1210,11-03-2016,1278,120,Month 5,-83,-29,773,,Sunny
2271,1208,10-03-2016,1277,120,Month 5,-84,-28,774,,Sunny
2272,1207,09-03-2016,1276,119,Month 4,-83,-20,774,,Sunny
2273,1206,08-03-2016,1275,119,Month 4,-82,-17,775,,Sunny
2274,1205,07-03-2016,1274,118,Month 4,-82,-17,777,,Sunny
2275,1204,06-03-2016,1273,118,Month 4,-79,-19,778,,Sunny
2276,1203,05-03-2016,1272,117,Month 4,-81,-23,780,,Sunny
2277,1202,04-03-2016,1271,117,Month 4,-84,-22,781,,Sunny
2278,1200,03-03-2016,1270,116,Month 4,-82,-18,782,,Sunny
2279,1201,01-03-2016,1269,116,Month 4,-83,-17,782,,Sunny
2280,1199,29-02-2016,1268,115,Month 4,-83,-24,784,,Sunny
2281,1198,28-02-2016,1267,115,Month 4,-83,-24,786,,Sunny
2282,1196,27-02-2016,1266,114,Month 4,-82,-27,787,,Sunny
2283,1197,26-02-2016,1265,114,Month 4,-81,-28,787,,Sunny
2284,1195,25-02-2016,1264,113,Month 4,-84,-27,787,,Sunny
2285,1194,24-02-2016,1263,113,Month 4,-84,-29,788,,Sunny
2286,1193,23-02-2016,1262,112,Month 4,-81,-29,790,,Sunny
2287,1192,22-02-2016,1261,112,Month 4,-81,-25,790,,Sunny
2288,1191,21-02-2016,1260,112,Month 4,-83,-23,792,,Sunny
2289,1190,20-02-2016,1259,111,Month 4,-84,-25,794,,Sunny
2290,1189,19-02-2016,1258,111,Month 4,-83,-23,794,,Sunny
2291,1188,18-02-2016,1257,110,Month 4,-84,-21,794,,Sunny
2292,1186,17-02-2016,1256,110,Month 4,-84,-27,797,,Sunny
2293,1187,16-02-2016,1255,109,Month 4,-84,-25,798,,Sunny
2294,1183,15-02-2016,1254,109,Month 4,-84,-29,799,,Sunny
2295,1181,14-02-2016,1253,108,Month 4,-85,-26,800,,Sunny
2296,1184,13-02-2016,1252,108,Month 4,-85,-31,802,,Sunny
2297,1185,12-02-2016,1251,107,Month 4,-85,-27,803,,Sunny
2298,1182,11-02-2016,1250,107,Month 4,-85,-28,804,,Sunny
2299,1180,10-02-2016,1249,106,Month 4,-85,-32,806,,Sunny
2300,1179,09-02-2016,1248,106,Month 4,-86,-23,807,,Sunny
2301,1177,08-02-2016,1247,105,Month 4,-85,-25,809,,Sunny
2302,1178,07-02-2016,1246,105,Month 4,-85,-25,810,,Sunny
2303,1176,06-02-2016,1245,105,Month 4,-86,-26,811,,Sunny
2304,1175,05-02-2016,1244,104,Month 4,-85,-26,812,,Sunny
2305,1174,04-02-2016,1243,104,Month 4,-86,-26,814,,Sunny
2306,1173,03-02-2016,1242,103,Month 4,-87,-26,815,,Sunny
2307,1172,02-02-2016,1241,103,Month 4,-87,-28,816,,Sunny
2308,1171,01-02-2016,1240,102,Month 4,-87,-24,816,,Sunny
2309,1168,31-01-2016,1239,102,Month 4,-89,-26,818,,Sunny
2310,1167,30-01-2016,1238,101,Month 4,-87,-26,819,,Sunny
2311,1169,29-01-2016,1237,101,Month 4,-88,-29,820,,Sunny
2312,1170,28-01-2016,1236,100,Month 4,-87,-26,822,,Sunny
2313,1165,27-01-2016,1235,100,Month 4,-88,-28,824,,Sunny
2314,1166,26-01-2016,1234,99,Month 4,-88,-26,824,,Sunny
2315,1164,24-01-2016,1233,99,Month 4,-88,-27,826,,Sunny
2316,1163,23-01-2016,1232,99,Month 4,-88,-28,827,,Sunny
2317,1162,22-01-2016,1231,98,Month 4,-88,-26,828,,Sunny
2318,1161,21-01-2016,1230,98,Month 4,-88,-26,830,,Sunny
2319,1160,20-01-2016,1229,97,Month 4,-88,-26,831,,Sunny
2320,1159,19-01-2016,1228,97,Month 4,-88,-28,832,,Sunny
2321,1158,18-01-2016,1227,96,Month 4,-88,-26,833,,Sunny
2322,1157,17-01-2016,1226,96,Month 4,-87,-24,835,,Sunny
2323,1156,16-01-2016,1225,95,Month 4,-87,-28,836,,Sunny
2324,1154,15-01-2016,1224,95,Month 4,-88,-29,837,,Sunny
2325,1155,14-01-2016,1223,94,Month 4,-88,-26,839,,Sunny
2326,1153,13-01-2016,1222,94,Month 4,-87,-28,840,,Sunny
2327,1152,12-01-2016,1221,93,Month 4,-87,-28,841,,Sunny
2328,1151,11-01-2016,1220,93,Month 4,-87,-28,842,,Sunny
2329,1150,10-01-2016,1219,93,Month 4,-87,-27,844,,Sunny
2330,1149,09-01-2016,1218,92,Month 4,-86,-32,845,,Sunny
2331,1148,08-01-2016,1217,92,Month 4,-88,-27,846,,Sunny
2332,1147,07-01-2016,1216,91,Month 4,-86,-28,847,,Sunny
2333,1146,06-01-2016,1215,91,Month 4,-85,-27,848,,Sunny
2334,1144,05-01-2016,1214,90,Month 4,-85,-24,849,,Sunny
2335,1145,04-01-2016,1213,90,Month 4,-84,-27,851,,Sunny
2336,1143,03-01-2016,1212,89,Month 3,-86,-28,851,,Sunny
2337,1142,02-01-2016,1211,89,Month 3,-83,-22,853,,Sunny
2338,1140,01-01-2016,1210,88,Month 3,-85,-23,854,,Sunny
2339,1141,31-12-2015,1209,88,Month 3,-85,-24,855,,Sunny
2340,1139,30-12-2015,1208,88,Month 3,-85,-24,857,,Sunny
2341,1138,29-12-2015,1207,87,Month 3,-85,-25,858,,Sunny
2342,1137,28-12-2015,1206,87,Month 3,-85,-24,859,,Sunny
2343,1134,27-12-2015,1205,86,Month 3,-86,-26,861,,Sunny
2344,1135,26-12-2015,1204,86,Month 3,-84,-25,862,,Sunny
2345,1136,25-12-2015,1203,85,Month 3,-85,-23,863,,Sunny
2346,1133,24-12-2015,1202,85,Month 3,-85,-22,864,,Sunny
2347,1132,23-12-2015,1201,84,Month 3,-85,-29,866,,Sunny
2348,1131,22-12-2015,1200,84,Month 3,-84,-27,866,,Sunny
2349,1130,21-12-2015,1199,84,Month 3,-86,-29,868,,Sunny
2350,1128,20-12-2015,1198,83,Month 3,-86,-23,868,,Sunny
2351,1127,18-12-2015,1197,83,Month 3,-85,-26,869,,Sunny
2352,1129,17-12-2015,1196,82,Month 3,-86,-27,871,,Sunny
2353,1126,16-12-2015,1195,82,Month 3,-86,-32,872,,Sunny
2354,1125,15-12-2015,1194,81,Month 3,-84,-29,873,,Sunny
2355,1124,14-12-2015,1193,81,Month 3,-84,-28,875,,Sunny
2356,1123,13-12-2015,1192,80,Month 3,-86,-24,876,,Sunny
2357,1122,12-12-2015,1191,80,Month 3,-87,-28,876,,Sunny
2358,1121,11-12-2015,1190,79,Month 3,-87,-29,877,,Sunny
2359,1120,10-12-2015,1189,79,Month 3,-87,-24,879,,Sunny
2360,1119,09-12-2015,1188,79,Month 3,-90,-31,881,,Sunny
2361,1118,08-12-2015,1187,78,Month 3,-84,-29,881,,Sunny
2362,1117,07-12-2015,1186,78,Month 3,-86,-28,881,,Sunny
2363,1116,06-12-2015,1185,77,Month 3,-84,-24,881,,Sunny
2364,1115,05-12-2015,1184,77,Month 3,-85,-28,882,,Sunny
2365,1113,04-12-2015,1183,76,Month 3,-86,-26,883,,Sunny
2366,1114,03-12-2015,1182,76,Month 3,-85,-29,884,,Sunny
2367,1112,02-12-2015,1181,75,Month 3,-86,-24,885,,Sunny
2368,1111,01-12-2015,1180,75,Month 3,-86,-27,886,,Sunny
2369,1110,30-11-2015,1179,75,Month 3,-85,-25,887,,Sunny
2370,1109,29-11-2015,1178,74,Month 3,-86,-26,888,,Sunny
2371,1108,28-11-2015,1177,74,Month 3,-84,-27,888,,Sunny
2372,1107,27-11-2015,1176,73,Month 3,-84,-31,890,,Sunny
2373,1106,26-11-2015,1175,73,Month 3,-85,-23,890,,Sunny
2374,1105,25-11-2015,1174,72,Month 3,-85,-25,891,,Sunny
2375,1103,24-11-2015,1173,72,Month 3,-87,-31,892,,Sunny
2376,1104,23-11-2015,1172,71,Month 3,-87,-26,892,,Sunny
2377,1099,22-11-2015,1171,71,Month 3,-87,-29,892,,Sunny
2378,1101,21-11-2015,1170,71,Month 3,-85,-31,893,,Sunny
2379,1100,20-11-2015,1169,70,Month 3,-89,-32,894,,Sunny
2380,1102,19-11-2015,1168,70,Month 3,-84,-29,894,,Sunny
2381,1098,18-11-2015,1167,69,Month 3,-84,-25,894,,Sunny
2382,1097,17-11-2015,1166,69,Month 3,-84,-31,895,,Sunny
2383,1096,16-11-2015,1165,68,Month 3,-84,-35,897,,Sunny
2384,1095,15-11-2015,1164,68,Month 3,-86,-35,896,,Sunny
2385,1094,14-11-2015,1163,67,Month 3,-86,-29,896,,Sunny
2386,1093,13-11-2015,1162,67,Month 3,-84,-27,897,,Sunny
2387,1092,12-11-2015,1161,66,Month 3,-83,-26,898,,Sunny
2388,1091,10-11-2015,1160,66,Month 3,-80,-28,899,,Sunny
2389,1090,09-11-2015,1159,66,Month 3,-82,-28,898,,Sunny
2390,1089,08-11-2015,1158,65,Month 3,-82,-28,898,,Sunny
2391,1087,07-11-2015,1157,65,Month 3,-82,-32,900,,Sunny
2392,1085,06-11-2015,1156,64,Month 3,-84,-30,900,,Sunny
2393,1084,05-11-2015,1155,64,Month 3,-84,-26,900,,Sunny
2394,1088,04-11-2015,1154,63,Month 3,-84,-29,900,,Sunny
2395,1083,03-11-2015,1153,63,Month 3,-82,-31,900,,Sunny
2396,1086,02-11-2015,1152,62,Month 3,-80,-30,901,,Sunny
2397,1082,01-11-2015,1151,62,Month 3,-82,-31,901,,Sunny
2398,1081,31-10-2015,1150,62,Month 3,-82,-29,902,,Sunny
2399,1079,30-10-2015,1149,61,Month 3,-81,-23,902,,Sunny
2400,1080,29-10-2015,1148,61,Month 3,-80,-28,901,,Sunny
2401,1078,28-10-2015,1147,60,Month 3,-80,-29,901,,Sunny
2402,1077,27-10-2015,1146,60,Month 3,-82,-28,902,,Sunny
2403,1076,26-10-2015,1145,59,Month 2,-82,-29,903,,Sunny
2404,1075,25-10-2015,1144,59,Month 2,-82,-28,902,,Sunny
2405,1074,24-10-2015,1143,58,Month 2,-82,-29,901,,Sunny
2406,1073,23-10-2015,1142,58,Month 2,-82,-23,902,,Sunny
2407,1072,22-10-2015,1141,57,Month 2,-82,-28,902,,Sunny
2408,1071,21-10-2015,1140,57,Month 2,-81,-26,901,,Sunny
2409,1070,20-10-2015,1139,57,Month 2,-80,-25,901,,Sunny
2410,1067,19-10-2015,1138,56,Month 2,-82,-29,901,,Sunny
2411,1068,18-10-2015,1137,56,Month 2,-81,-26,901,,Sunny
2412,1066,17-10-2015,1136,55,Month 2,-82,-23,901,,Sunny
2413,1069,16-10-2015,1135,55,Month 2,-81,-27,901,,Sunny
2414,1065,15-10-2015,1134,54,Month 2,-80,-27,902,,Sunny
2415,1064,14-10-2015,1133,54,Month 2,-82,-26,902,,Sunny
2416,1063,13-10-2015,1132,53,Month 2,-82,-27,902,,Sunny
2417,1062,12-10-2015,1131,53,Month 2,-81,-28,902,,Sunny
2418,1061,11-10-2015,1130,53,Month 2,-81,-25,902,,Sunny
2419,1060,10-10-2015,1129,52,Month 2,-80,-23,902,,Sunny
2420,1059,09-10-2015,1128,52,Month 2,-79,-27,902,,Sunny
2421,1058,08-10-2015,1127,51,Month 2,-80,-27,901,,Sunny
2422,1057,07-10-2015,1126,51,Month 2,-79,-21,901,,Sunny
2423,1056,06-10-2015,1125,50,Month 2,-79,-22,900,,Sunny
2424,1055,04-10-2015,1124,50,Month 2,-80,-26,900,,Sunny
2425,1054,03-10-2015,1123,49,Month 2,-79,-27,900,,Sunny
2426,1053,02-10-2015,1122,49,Month 2,-79,-26,901,,Sunny
2427,1052,01-10-2015,1121,48,Month 2,-81,-25,901,,Sunny
2428,1051,30-09-2015,1120,48,Month 2,-80,-24,900,,Sunny
2429,1050,29-09-2015,1119,48,Month 2,-81,-22,899,,Sunny
2430,1049,28-09-2015,1118,47,Month 2,-80,-25,898,,Sunny
2431,1048,27-09-2015,1117,47,Month 2,-79,-25,898,,Sunny
2432,1046,26-09-2015,1116,46,Month 2,-79,-26,898,,Sunny
2433,1047,25-09-2015,1115,46,Month 2,-80,-21,897,,Sunny
2434,1045,24-09-2015,1114,45,Month 2,-79,-25,896,,Sunny
2435,1044,23-09-2015,1113,45,Month 2,-79,-24,895,,Sunny
2436,1043,22-09-2015,1112,44,Month 2,-80,-24,895,,Sunny
2437,1042,21-09-2015,1111,44,Month 2,-79,-26,896,,Sunny
2438,1041,20-09-2015,1110,43,Month 2,-81,-25,895,,Sunny
2439,1039,19-09-2015,1109,43,Month 2,-82,-26,895,,Sunny
2440,1038,18-09-2015,1108,42,Month 2,-78,-25,895,,Sunny
2441,1040,17-09-2015,1107,42,Month 2,-79,-24,893,,Sunny
2442,1037,16-09-2015,1106,42,Month 2,-82,-22,893,,Sunny
2443,1036,15-09-2015,1105,41,Month 2,-78,-25,892,,Sunny
2444,1035,14-09-2015,1104,41,Month 2,-79,-25,893,,Sunny
2445,1033,13-09-2015,1103,40,Month 2,-81,-26,893,,Sunny
2446,1032,12-09-2015,1102,40,Month 2,-84,-25,892,,Sunny
2447,1034,11-09-2015,1101,39,Month 2,-80,-23,891,,Sunny
2448,1031,10-09-2015,1100,39,Month 2,-79,-22,890,,Sunny
2449,1030,09-09-2015,1099,38,Month 2,-78,-24,891,,Sunny
2450,1029,08-09-2015,1098,38,Month 2,-77,-26,890,,Sunny
2451,1028,07-09-2015,1097,37,Month 2,-78,-27,889,,Sunny
2452,1025,06-09-2015,1096,37,Month 2,-79,-24,888,,Sunny
2453,1027,05-09-2015,1095,36,Month 2,-79,-24,888,,Sunny
2454,1026,04-09-2015,1094,36,Month 2,-80,-20,888,,Sunny
2455,1024,03-09-2015,1093,36,Month 2,-77,-21,887,,Sunny
2456,1023,02-09-2015,1092,35,Month 2,-79,-23,886,,Sunny
2457,1022,01-09-2015,1091,35,Month 2,-77,-21,886,,Sunny
2458,1021,31-08-2015,1090,34,Month 2,-78,-20,886,,Sunny
2459,1018,30-08-2015,1089,34,Month 2,-76,-19,885,,Sunny
2460,1020,29-08-2015,1088,33,Month 2,-77,-19,885,,Sunny
2461,1019,27-08-2015,1087,33,Month 2,-78,-19,885,,Sunny
2462,1016,26-08-2015,1086,32,Month 2,-77,-25,885,,Sunny
2463,1017,25-08-2015,1085,32,Month 2,-79,-23,886,,Sunny
2464,1015,24-08-2015,1084,31,Month 2,-78,-22,885,,Sunny
2465,1014,23-08-2015,1083,31,Month 2,-80,-20,883,,Sunny
2466,1012,22-08-2015,1082,30,Month 2,-79,-17,882,,Sunny
2467,1011,21-08-2015,1081,30,Month 2,-77,-18,882,,Sunny
2468,1013,20-08-2015,1080,29,Month 1,-77,-17,882,,Sunny
2469,1010,19-08-2015,1079,29,Month 1,-80,-21,882,,Sunny
2470,1009,18-08-2015,1078,29,Month 1,-80,-18,881,,Sunny
2471,1008,17-08-2015,1077,28,Month 1,-79,-16,880,,Sunny
2472,1007,16-08-2015,1076,28,Month 1,-81,-14,880,,Sunny
2473,1006,15-08-2015,1075,27,Month 1,-77,-13,879,,Sunny
2474,1005,14-08-2015,1074,27,Month 1,-77,-14,878,,Sunny
2475,1004,13-08-2015,1073,26,Month 1,-82,-15,879,,Sunny
2476,1003,12-08-2015,1072,26,Month 1,-78,-15,879,,Sunny
2477,1002,11-08-2015,1071,25,Month 1,-78,-16,878,,Sunny
2478,1001,10-08-2015,1070,25,Month 1,-80,-14,877,,Sunny
2479,999,09-08-2015,1069,24,Month 1,-77,-22,876,,Sunny
2480,1000,08-08-2015,1068,24,Month 1,-76,-23,874,,Sunny
2481,998,07-08-2015,1067,23,Month 1,-79,-24,875,,Sunny
2482,997,06-08-2015,1066,23,Month 1,-78,-14,875,,Sunny
2483,995,05-08-2015,1065,22,Month 1,-78,-19,873,,Sunny
2484,996,04-08-2015,1064,22,Month 1,-77,-22,871,,Sunny
2485,994,03-08-2015,1063,21,Month 1,-79,-19,871,,Sunny
2486,991,02-08-2015,1062,21,Month 1,-77,-24,871,,Sunny
2487,993,01-08-2015,1061,20,Month 1,-77,-23,871,,Sunny
2488,992,31-07-2015,1060,20,Month 1,-78,-16,870,,Sunny
2489,990,30-07-2015,1059,19,Month 1,-78,-20,870,,Sunny
2490,989,29-07-2015,1058,19,Month 1,-78,-22,868,,Sunny
2491,988,28-07-2015,1057,18,Month 1,-78,-22,867,,Sunny
2492,986,27-07-2015,1056,18,Month 1,-76,-21,868,,Sunny
2493,987,26-07-2015,1055,17,Month 1,-77,-20,868,,Sunny
2494,985,25-07-2015,1054,17,Month 1,-77,-11,867,,Sunny
2495,984,24-07-2015,1053,17,Month 1,-79,-11,865,,Sunny
2496,982,23-07-2015,1052,16,Month 1,-78,-12,865,,Sunny
2497,983,21-07-2015,1051,16,Month 1,-76,-20,864,,Sunny
2498,981,20-07-2015,1050,15,Month 1,-76,-22,863,,Sunny
2499,980,19-07-2015,1049,15,Month 1,-75,-21,864,,Sunny
2500,976,18-07-2015,1048,14,Month 1,-78,-15,864,,Sunny
2501,977,17-07-2015,1047,14,Month 1,-77,-14,863,,Sunny
2502,979,16-07-2015,1046,13,Month 1,-77,-12,862,,Sunny
2503,978,15-07-2015,1045,13,Month 1,-80,-13,861,,Sunny
2504,975,14-07-2015,1044,12,Month 1,-79,-20,860,,Sunny
2505,974,13-07-2015,1043,12,Month 1,-77,-20,860,,Sunny
2506,973,12-07-2015,1042,11,Month 1,-76,-20,859,,Sunny
2507,971,11-07-2015,1041,11,Month 1,-77,-22,859,,Sunny
2508,972,10-07-2015,1040,10,Month 1,-77,-21,858,,Sunny
2509,970,09-07-2015,1039,10,Month 1,-77,-21,857,,Sunny
2510,969,08-07-2015,1038,9,Month 1,-76,-21,858,,Sunny
2511,968,07-07-2015,1037,9,Month 1,-80,-21,856,,Sunny
2512,967,06-07-2015,1036,8,Month 1,-76,-17,856,,Sunny
2513,966,05-07-2015,1035,8,Month 1,-77,-12,857,,Sunny
2514,964,04-07-2015,1034,7,Month 1,-76,-14,859,,Sunny
2515,965,03-07-2015,1033,7,Month 1,-77,-14,856,,Sunny
2516,962,02-07-2015,1032,6,Month 1,-74,-16,854,,Sunny
2517,963,01-07-2015,1031,6,Month 1,-76,-15,854,,Sunny
2518,961,30-06-2015,1030,5,Month 1,-77,-15,855,,Sunny
2519,959,29-06-2015,1029,5,Month 1,-75,-14,856,,Sunny
2520,960,28-06-2015,1028,4,Month 1,-75,-15,853,,Sunny
2521,957,26-06-2015,1026,3,Month 1,-78,-16,851,,Sunny
2522,958,25-06-2015,1025,3,Month 1,-74,-14,851,,Sunny
2523,945,24-06-2015,1024,2,Month 1,-76,-15,851,,Sunny
2524,943,23-06-2015,1023,2,Month 1,-76,-15,851,,Sunny
2525,944,22-06-2015,1022,1,Month 1,-75,-12,852,,Sunny
2526,942,21-06-2015,1021,1,Month 1,-76,-14,850,,Sunny
2527,938,20-06-2015,1020,0,Month 1,-63,-12,832,,Sunny
2528,954,19-06-2015,1019,0,Month 1,-81,-14,849,,Sunny
2529,956,18-06-2015,1018,359,Month 12,-79,-15,850,,Sunny
2530,955,17-06-2015,1017,359,Month 12,-78,-12,850,,Sunny
2531,952,16-06-2015,1016,358,Month 12,-76,-11,847,,Sunny
2532,951,14-06-2015,1015,357,Month 12,-75,-13,847,,Sunny
2533,950,13-06-2015,1014,357,Month 12,-77,-14,846,,Sunny
2534,953,12-06-2015,1013,356,Month 12,-80,-12,846,,Sunny
2535,949,11-06-2015,1012,356,Month 12,-81,-16,846,,Sunny
2536,948,10-06-2015,1011,355,Month 12,-78,-12,845,,Sunny
2537,947,09-06-2015,1010,355,Month 12,-74,-11,846,,Sunny
2538,946,08-06-2015,1009,354,Month 12,-75,-12,845,,Sunny
2539,940,07-06-2015,1008,354,Month 12,-79,-12,844,,Sunny
2540,937,06-06-2015,1007,353,Month 12,-79,-12,845,,Sunny
2541,941,05-06-2015,1006,353,Month 12,-78,-13,844,,Sunny
2542,939,04-06-2015,1005,352,Month 12,-75,-12,843,,Sunny
2543,935,03-06-2015,1004,352,Month 12,-74,-9,842,,Sunny
2544,934,02-06-2015,1003,351,Month 12,-74,-10,843,,Sunny
2545,936,01-06-2015,1002,351,Month 12,-77,-12,844,,Sunny
2546,933,31-05-2015,1001,350,Month 12,-79,-12,843,,Sunny
2547,932,30-05-2015,1000,350,Month 12,-74,-12,841,,Sunny
2548,931,28-05-2015,998,349,Month 12,-73,-8,842,,Sunny
2549,930,27-05-2015,997,348,Month 12,-74,-13,843,,Sunny
2550,928,26-05-2015,996,348,Month 12,-72,-4,842,,Sunny
2551,929,25-05-2015,995,347,Month 12,-74,-4,842,,Sunny
2552,925,24-05-2015,994,346,Month 12,-79,-5,842,,Sunny
2553,927,23-05-2015,993,346,Month 12,-73,-8,840,,Sunny
2554,924,22-05-2015,992,345,Month 12,-73,-6,842,,Sunny
2555,926,21-05-2015,991,345,Month 12,-73,-3,840,,Sunny
2556,923,20-05-2015,990,344,Month 12,-76,-1,839,,Sunny
2557,921,19-05-2015,989,344,Month 12,-74,-10,841,,Sunny
2558,922,18-05-2015,988,343,Month 12,-75,-10,840,,Sunny
2559,920,17-05-2015,987,343,Month 12,-74,-7,839,,Sunny
2560,919,16-05-2015,986,342,Month 12,-74,-1,840,,Sunny
2561,918,15-05-2015,985,342,Month 12,-78,-5,840,,Sunny
2562,915,14-05-2015,984,341,Month 12,-74,-6,840,,Sunny
2563,916,13-05-2015,983,340,Month 12,-76,-6,840,,Sunny
2564,917,12-05-2015,982,340,Month 12,-74,-4,840,,Sunny
2565,914,11-05-2015,981,339,Month 12,-73,-3,841,,Sunny
2566,911,10-05-2015,980,339,Month 12,-73,1,840,,Sunny
2567,912,09-05-2015,979,338,Month 12,-79,-4,841,,Sunny
2568,913,07-05-2015,978,338,Month 12,-73,-2,842,,Sunny
2569,910,06-05-2015,977,337,Month 12,-75,-4,841,,Sunny
2570,909,05-05-2015,976,337,Month 12,-75,-6,842,,Sunny
2571,908,04-05-2015,975,336,Month 12,-73,-3,843,,Sunny
2572,907,03-05-2015,974,336,Month 12,-73,-3,842,,Sunny
2573,905,02-05-2015,973,335,Month 12,-72,-4,844,,Sunny
2574,904,01-05-2015,972,334,Month 12,-73,-3,847,,Sunny
2575,906,30-04-2015,971,334,Month 12,-71,-3,848,,Sunny
2576,903,29-04-2015,970,333,Month 12,-71,-4,849,,Sunny
2577,902,28-04-2015,969,333,Month 12,-72,-2,844,,Sunny
2578,901,27-04-2015,968,332,Month 12,-71,-3,848,,Sunny
2579,899,26-04-2015,967,332,Month 12,-74,-2,844,,Sunny
2580,900,25-04-2015,966,331,Month 12,-73,-12,850,,Sunny
2581,898,24-04-2015,965,331,Month 12,-75,-10,847,,Sunny
2582,897,23-04-2015,964,330,Month 12,-72,-13,847,,Sunny
2583,896,22-04-2015,963,329,Month 11,-71,-5,850,,Sunny
2584,894,21-04-2015,962,329,Month 11,-73,-2,845,,Sunny
2585,895,20-04-2015,961,328,Month 11,-71,-3,849,,Sunny
2586,893,19-04-2015,960,328,Month 11,-76,-8,846,,Sunny
2587,891,18-04-2015,959,327,Month 11,-78,-4,846,,Sunny
2588,892,17-04-2015,958,327,Month 11,-74,-9,848,,Sunny
2589,890,16-04-2015,957,326,Month 11,,,,,--
2590,889,13-04-2015,954,324,Month 11,-73,-3,847,,Sunny
2591,887,12-04-2015,953,324,Month 11,-71,-5,847,,Sunny
2592,886,11-04-2015,952,323,Month 11,-69,-6,847,,Sunny
2593,888,10-04-2015,951,323,Month 11,-75,-4,849,,Sunny
2594,885,09-04-2015,950,322,Month 11,-73,0,850,,Sunny
2595,884,08-04-2015,949,321,Month 11,-72,-4,851,,Sunny
2596,883,07-04-2015,948,321,Month 11,-73,-8,854,,Sunny
